month,state,district,bio_age_5_17,bio_age_17_
2025-03-01,Nagaland,Niuland,14,46
2025-03-01,Nagaland,Noklak,16,59
2025-03-01,Nagaland,Peren,256,488
2025-03-01,Nagaland,Phek,147,1487
2025-03-01,Nagaland,Tseminyu,13,46
2025-03-01,Nagaland,Tuensang,285,793
2025-03-01,Nagaland,Wokha,246,1146
2025-03-01,Nagaland,Zunheboto,159,1508
2025-03-01,Odisha,ANUGUL,10,46
2025-03-01,Odisha,Angul,2731,4882
2025-03-01,Odisha,Anugul,39,106
2025-03-01,Odisha,Balangir,4017,8197
2025-03-01,Odisha,Baleshwar,600,2015
2025-03-01,Odisha,Baleswar,5171,7445
2025-03-01,Odisha,Bargarh,3647,7630
2025-03-01,Odisha,Baudh,63,859
2025-03-01,Odisha,Bhadrak,3931,6830
2025-03-01,Odisha,Boudh,1077,2317
2025-03-01,Odisha,Cuttack,5048,11464
2025-03-01,Odisha,Debagarh,684,1311
2025-03-01,Odisha,Dhenkanal,4187,7396
2025-03-01,Odisha,Gajapati,2775,6864
2025-03-01,Odisha,Ganjam,8590,14760
2025-03-01,Odisha,JAJPUR,1668,3038
2025-03-01,Odisha,Jagatsinghapur,1782,4056
2025-03-01,Odisha,Jagatsinghpur,146,962
2025-03-01,Odisha,Jajapur,2840,5232
2025-03-01,Odisha,Jharsuguda,1279,1994
2025-03-01,Odisha,Kalahandi,5546,11235
2025-03-01,Odisha,Kandhamal,3687,6796
2025-03-01,Odisha,Kendrapara,4036,7247
2025-03-01,Odisha,Kendujhar,6124,11611
2025-03-01,Odisha,Khorda,4603,7484
2025-03-01,Odisha,Khordha,105,595
2025-03-01,Odisha,Koraput,7919,12295
2025-03-01,Odisha,Malkangiri,6053,3896
2025-03-01,Odisha,Mayurbhanj,8491,14166
2025-03-01,Odisha,Nabarangapur,6051,8542
2025-03-01,Odisha,Nayagarh,2705,5418
2025-03-01,Odisha,Nuapada,1333,4485
2025-03-01,Odisha,Puri,3462,6229
2025-03-01,Odisha,Rayagada,2882,5772
2025-03-01,Odisha,Sambalpur,3200,4111
2025-03-01,Odisha,Sonapur,1331,2123
2025-03-01,Odisha,Subarnapur,181,966
2025-03-01,Odisha,Sundargarh,388,1796
2025-03-01,Odisha,Sundergarh,5085,8316
2025-03-01,Orissa,Balangir,334,2057
2025-03-01,Orissa,Baleshwar,72,278
2025-03-01,Orissa,Bargarh,16,118
2025-03-01,Orissa,Bhadrak,137,503
2025-03-01,Orissa,Cuttack,78,524
2025-03-01,Orissa,Dhenkanal,50,175
2025-03-01,Orissa,Ganjam,163,569
2025-03-01,Orissa,Jajapur,15,56
2025-03-01,Orissa,Khordha,271,1609
2025-03-01,Orissa,Koraput,42,131
2025-03-01,Orissa,Puri,87,443
2025-03-01,Orissa,Rayagada,28,266
2025-03-01,Orissa,Sundargarh,13,48
2025-03-01,Pondicherry,Pondicherry,299,1978
2025-03-01,Puducherry,Karaikal,314,1019
2025-03-01,Puducherry,Puducherry,898,1420
2025-03-01,Punjab,Amritsar,7560,16513
2025-03-01,Punjab,Barnala,1305,3407
2025-03-01,Punjab,Bathinda,4876,9510
2025-03-01,Punjab,Faridkot,1520,4835
2025-03-01,Punjab,Fatehgarh Sahib,1538,3229
2025-03-01,Punjab,Fazilka,3247,5534
2025-03-01,Punjab,Ferozepur,3385,6515
2025-03-01,Punjab,Firozpur,227,1879
2025-03-01,Punjab,Gurdaspur,4892,12578
2025-03-01,Punjab,Hoshiarpur,3501,9848
2025-03-01,Punjab,Jalandhar,7894,16001
2025-03-01,Punjab,Kapurthala,2175,6472
2025-03-01,Punjab,Ludhiana,11042,18144
2025-03-01,Punjab,Malerkotla,461,1009
2025-03-01,Punjab,Mansa,2450,7771
2025-03-01,Punjab,Moga,2894,5865
2025-03-01,Punjab,Muktsar,71,1137
2025-03-01,Punjab,Pathankot,1191,1950
2025-03-01,Punjab,Patiala,4526,11533
2025-03-01,Punjab,Rupnagar,1754,3993
2025-03-01,Punjab,S.A.S Nagar(Mohali),25,192
2025-03-01,Punjab,SAS Nagar (Mohali),3420,3911
2025-03-01,Punjab,Sangrur,3540,7334
2025-03-01,Punjab,Shaheed Bhagat Singh Nagar,1295,2340
2025-03-01,Punjab,Sri Muktsar Sahib,3368,6405
2025-03-01,Punjab,Tarn Taran,3858,10650
2025-03-01,Rajasthan,Ajmer,6104,7466
2025-03-01,Rajasthan,Alwar,10532,13227
2025-03-01,Rajasthan,Banswara,3331,5978
2025-03-01,Rajasthan,Baran,3503,4849
2025-03-01,Rajasthan,Barmer,8085,9635
2025-03-01,Rajasthan,Bharatpur,5636,7951
2025-03-01,Rajasthan,Bhilwara,4822,5835
2025-03-01,Rajasthan,Bikaner,5707,8703
2025-03-01,Rajasthan,Bundi,2397,3593
2025-03-01,Rajasthan,Chittaurgarh,25,157
2025-03-01,Rajasthan,Chittorgarh,3056,3564
2025-03-01,Rajasthan,Churu,5734,8444
2025-03-01,Rajasthan,Dausa,4864,6991
2025-03-01,Rajasthan,Dholpur,3854,4223
2025-03-01,Rajasthan,Dungarpur,3531,5204
2025-03-01,Rajasthan,Ganganagar,3617,7313
2025-03-01,Rajasthan,Hanumangarh,4108,7451
2025-03-01,Rajasthan,Jaipur,15224,25583
2025-03-01,Rajasthan,Jaisalmer,2386,2760
2025-03-01,Rajasthan,Jalor,3576,6046
2025-03-01,Rajasthan,Jhalawar,3336,4640
2025-03-01,Rajasthan,Jhunjhunu,11,87
2025-03-01,Rajasthan,Jhunjhunun,4267,8569
2025-03-01,Rajasthan,Jodhpur,11211,13776
2025-03-01,Rajasthan,Karauli,3639,4685
2025-03-01,Rajasthan,Kota,4421,6301
2025-03-01,Rajasthan,Nagaur,7715,12792
2025-03-01,Rajasthan,Pali,4219,10985
2025-03-01,Rajasthan,Pratapgarh,2240,3021
2025-03-01,Rajasthan,Rajsamand,3393,3074
2025-03-01,Rajasthan,Sawai Madhopur,3402,5584
2025-03-01,Rajasthan,Sikar,7418,12553
2025-03-01,Rajasthan,Sirohi,2283,3788
2025-03-01,Rajasthan,Tonk,3416,5761
2025-03-01,Rajasthan,Udaipur,9024,13530
2025-03-01,Sikkim,East,419,583
2025-03-01,Sikkim,East Sikkim,401,231
2025-03-01,Sikkim,North,22,28
2025-03-01,Sikkim,North Sikkim,60,35
2025-03-01,Sikkim,South,205,430
2025-03-01,Sikkim,South Sikkim,267,131
2025-03-01,Sikkim,West,472,407
2025-03-01,Sikkim,West Sikkim,678,185
2025-03-01,Tamil Nadu,Ariyalur,6118,9085
2025-03-01,Tamil Nadu,Chengalpattu,290,223
2025-03-01,Tamil Nadu,Chennai,11938,18374
2025-03-01,Tamil Nadu,Coimbatore,10507,18424
2025-03-01,Tamil Nadu,Cuddalore,12561,7586
2025-03-01,Tamil Nadu,Dharmapuri,13387,5045
2025-03-01,Tamil Nadu,Dindigul,11793,18751
2025-03-01,Tamil Nadu,Erode,8369,10427
2025-03-01,Tamil Nadu,Kallakurichi,505,300
2025-03-01,Tamil Nadu,Kancheepuram,14511,13965
2025-03-01,Tamil Nadu,Kanniyakumari,2040,5557
2025-03-01,Tamil Nadu,Kanyakumari,1209,944
2025-03-01,Tamil Nadu,Karur,4830,3790
2025-03-01,Tamil Nadu,Krishnagiri,11740,5748
2025-03-01,Tamil Nadu,Madurai,14305,17159
2025-03-01,Tamil Nadu,Mayiladuthurai,705,134
2025-03-01,Tamil Nadu,Nagapattinam,5493,5038
2025-03-01,Tamil Nadu,Namakkal,6014,9340
2025-03-01,Tamil Nadu,Perambalur,5086,2259
2025-03-01,Tamil Nadu,Pudukkottai,6620,9806
2025-03-01,Tamil Nadu,Ramanathapuram,6244,7260
2025-03-01,Tamil Nadu,Ranipet,12,16
2025-03-01,Tamil Nadu,Salem,24298,16744
2025-03-01,Tamil Nadu,Sivaganga,6045,7049
2025-03-01,Tamil Nadu,Tenkasi,924,440
2025-03-01,Tamil Nadu,Thanjavur,10900,15976
2025-03-01,Tamil Nadu,The Nilgiris,3433,3093
2025-03-01,Tamil Nadu,Theni,6290,7860
2025-03-01,Tamil Nadu,Thiruvallur,250,208
2025-03-01,Tamil Nadu,Thiruvarur,6865,4266
2025-03-01,Tamil Nadu,Thoothukkudi,12958,13198
2025-03-01,Tamil Nadu,Tiruchirappalli,10236,16835
2025-03-01,Tamil Nadu,Tirunelveli,14754,19437
2025-03-01,Tamil Nadu,Tirupattur,1384,426
2025-03-01,Tamil Nadu,Tiruppur,8331,9270
2025-03-01,Tamil Nadu,Tiruvallur,18126,15082
2025-03-01,Tamil Nadu,Tiruvannamalai,19832,6718
2025-03-01,Tamil Nadu,Vellore,15366,11421
2025-03-01,Tamil Nadu,Villupuram,15979,4483
2025-03-01,Tamil Nadu,Viluppuram,5864,8078
2025-03-01,Tamil Nadu,Virudhunagar,7679,7069
2025-03-01,Telangana,Adilabad,3199,4410
2025-03-01,Telangana,Bhadradri Kothagudem,644,1006
2025-03-01,Telangana,Hanumakonda,130,643
2025-03-01,Telangana,Hyderabad,10335,12114
2025-03-01,Telangana,Jagitial,403,539
2025-03-01,Telangana,Jangoan,133,281
2025-03-01,Telangana,Jayashankar Bhupalpally,95,268
2025-03-01,Telangana,Jogulamba Gadwal,687,669
2025-03-01,Telangana,K.v. Rangareddy,10789,15663
2025-03-01,Telangana,Kamareddy,511,695
2025-03-01,Telangana,Karimnagar,5629,8910
2025-03-01,Telangana,Khammam,2478,2040
2025-03-01,Telangana,Komaram Bheem,285,610
2025-03-01,Telangana,Mahabubabad,278,565
2025-03-01,Telangana,Mahabubnagar,10634,11582
2025-03-01,Telangana,Mancherial,264,688
2025-03-01,Telangana,Medak,4875,6149
2025-03-01,Telangana,Medchal-malkajgiri,1239,2810
2025-03-01,Telangana,Medchal?malkajgiri,484,365
2025-03-01,Telangana,Mulugu,89,190
2025-03-01,Telangana,Nagarkurnool,523,659
2025-03-01,Telangana,Nalgonda,5924,6791
2025-03-01,Telangana,Narayanpet,236,356
2025-03-01,Telangana,Nirmal,270,435
2025-03-01,Telangana,Nizamabad,5437,6172
2025-03-01,Telangana,Peddapalli,147,495
2025-03-01,Telangana,Rajanna Sircilla,302,440
2025-03-01,Telangana,Rangareddy,71,282
2025-03-01,Telangana,Sangareddy,905,938
2025-03-01,Telangana,Siddipet,303,420
2025-03-01,Telangana,Suryapet,673,1407
2025-03-01,Telangana,Vikarabad,546,548
2025-03-01,Telangana,Wanaparthy,378,743
2025-03-01,Telangana,Warangal,4294,4369
2025-03-01,Telangana,Warangal Rural,163,270
2025-03-01,Telangana,Warangal Urban,261,492
2025-03-01,Telangana,Yadadri.,316,708
2025-03-01,Tripura,Dhalai,4853,2723
2025-03-01,Tripura,Dhalai  *,30,72
2025-03-01,Tripura,Gomati,2597,579
2025-03-01,Tripura,Khowai,1656,412
2025-03-01,Tripura,North Tripura,5036,4245
2025-03-01,Tripura,Sepahijala,2920,1028
2025-03-01,Tripura,South Tripura,5021,7128
2025-03-01,Tripura,Unakoti,3288,565
2025-03-01,Tripura,West Tripura,8314,11372
2025-03-01,Uttar Pradesh,Agra,15175,9350
2025-03-01,Uttar Pradesh,Aligarh,17052,5512
2025-03-01,Uttar Pradesh,Allahabad,16248,7838
2025-03-01,Uttar Pradesh,Ambedkar Nagar,4518,4307
2025-03-01,Uttar Pradesh,Amethi,6068,4560
2025-03-01,Uttar Pradesh,Amroha,6576,2622
2025-03-01,Uttar Pradesh,Auraiya,5596,2005
2025-03-01,Uttar Pradesh,Ayodhya,201,225
2025-03-01,Uttar Pradesh,Azamgarh,9520,8706
2025-03-01,Uttar Pradesh,Baghpat,5917,2117
2025-03-01,Uttar Pradesh,Bahraich,19150,8314
2025-03-01,Uttar Pradesh,Ballia,6687,6450
2025-03-01,Uttar Pradesh,Balrampur,9329,3750
2025-03-01,Uttar Pradesh,Banda,9193,5651
2025-03-01,Uttar Pradesh,Bara Banki,13872,6015
2025-03-01,Uttar Pradesh,Barabanki,57,240
2025-03-01,Uttar Pradesh,Bareilly,20480,6992
2025-03-01,Uttar Pradesh,Basti,6664,4721
2025-03-01,Uttar Pradesh,Bhadohi,422,470
2025-03-01,Uttar Pradesh,Bijnor,15994,7059
2025-03-01,Uttar Pradesh,Budaun,8868,3283
2025-03-01,Uttar Pradesh,Bulandshahr,15326,4600
2025-03-01,Uttar Pradesh,Chandauli,9352,3593
2025-03-01,Uttar Pradesh,Chitrakoot,5216,2356
2025-03-01,Uttar Pradesh,Deoria,7968,6619
2025-03-01,Uttar Pradesh,Etah,6567,2532
2025-03-01,Uttar Pradesh,Etawah,5882,2986
2025-03-01,Uttar Pradesh,Faizabad,6944,3048
2025-03-01,Uttar Pradesh,Farrukhabad,4804,1844
2025-03-01,Uttar Pradesh,Fatehpur,7881,6783
2025-03-01,Uttar Pradesh,Firozabad,8402,3036
2025-03-01,Uttar Pradesh,Gautam Buddha Nagar,6854,4672
2025-03-01,Uttar Pradesh,Ghaziabad,12856,9597
2025-03-01,Uttar Pradesh,Ghazipur,10215,6490
2025-03-01,Uttar Pradesh,Gonda,15768,6152
2025-03-01,Uttar Pradesh,Gorakhpur,8891,12567
2025-03-01,Uttar Pradesh,Hamirpur,4076,2427
2025-03-01,Uttar Pradesh,Hapur,4968,1618
2025-03-01,Uttar Pradesh,Hardoi,19747,6420
2025-03-01,Uttar Pradesh,Hathras,8153,2125
2025-03-01,Uttar Pradesh,Jalaun,6876,3593
2025-03-01,Uttar Pradesh,Jaunpur,11173,8584
2025-03-01,Uttar Pradesh,Jhansi,7879,4859
2025-03-01,Uttar Pradesh,Kannauj,5073,2306
2025-03-01,Uttar Pradesh,Kanpur Dehat,6381,2358
2025-03-01,Uttar Pradesh,Kanpur Nagar,9586,8989
2025-03-01,Uttar Pradesh,Kasganj,5037,2259
2025-03-01,Uttar Pradesh,Kaushambi,8156,2174
2025-03-01,Uttar Pradesh,Kheri,19945,6925
2025-03-01,Uttar Pradesh,Kushinagar,8077,7631
2025-03-01,Uttar Pradesh,Lalitpur,3811,3785
2025-03-01,Uttar Pradesh,Lucknow,13425,10231
2025-03-01,Uttar Pradesh,Maharajganj,5914,5062
2025-03-01,Uttar Pradesh,Mahoba,3781,1770
2025-03-01,Uttar Pradesh,Mainpuri,3971,2801
2025-03-01,Uttar Pradesh,Mathura,9952,4171
2025-03-01,Uttar Pradesh,Mau,7060,4125
2025-03-01,Uttar Pradesh,Meerut,17856,6926
2025-03-01,Uttar Pradesh,Mirzapur,9012,4430
2025-03-01,Uttar Pradesh,Moradabad,13376,6120
2025-03-01,Uttar Pradesh,Muzaffarnagar,16292,5670
2025-03-01,Uttar Pradesh,Pilibhit,11998,5632
2025-03-01,Uttar Pradesh,Pratapgarh,7907,8148
2025-03-01,Uttar Pradesh,Prayagraj,851,1068
2025-03-01,Uttar Pradesh,Rae Bareli,11031,5260
2025-03-01,Uttar Pradesh,Rampur,12017,3938
2025-03-01,Uttar Pradesh,Saharanpur,14541,8274
2025-03-01,Uttar Pradesh,Sambhal,8038,2213
2025-03-01,Uttar Pradesh,Sant Kabir Nagar,4902,4748
2025-03-01,Uttar Pradesh,Sant Ravidas Nagar,5094,2850
2025-03-01,Uttar Pradesh,Shahjahanpur,17984,4776
2025-03-01,Uttar Pradesh,Shamli,8476,2838
2025-03-01,Uttar Pradesh,Shrawasti,4999,3310
2025-03-01,Uttar Pradesh,Siddharthnagar,8772,4202
2025-03-01,Uttar Pradesh,Sitapur,28190,8685
2025-03-01,Uttar Pradesh,Sonbhadra,13274,5911
2025-03-01,Uttar Pradesh,Sultanpur,7108,4601
2025-03-01,Uttar Pradesh,Unnao,12044,5765
2025-03-01,Uttar Pradesh,Varanasi,9546,8002
2025-03-01,Uttarakhand,Almora,1410,1627
2025-03-01,Uttarakhand,Bageshwar,651,1871
2025-03-01,Uttarakhand,Chamoli,1167,2357
2025-03-01,Uttarakhand,Champawat,793,1585
2025-03-01,Uttarakhand,Dehradun,4603,6951
2025-03-01,Uttarakhand,Haridwar,3420,4653
2025-03-01,Uttarakhand,Nainital,2496,3088
2025-03-01,Uttarakhand,Pauri Garhwal,1213,1926
2025-03-01,Uttarakhand,Pithoragarh,1083,1920
2025-03-01,Uttarakhand,Rudraprayag,770,1484
2025-03-01,Uttarakhand,Tehri Garhwal,1870,2680
2025-03-01,Uttarakhand,Udham Singh Nagar,4444,4887
2025-03-01,Uttarakhand,Uttarkashi,764,1581
2025-03-01,West Bengal,Alipurduar,390,584
2025-03-01,West Bengal,Bankura,5474,6134
2025-03-01,West Bengal,Barddhaman,7968,11432
2025-03-01,West Bengal,Bardhaman,289,762
2025-03-01,West Bengal,Birbhum,4894,6872
2025-03-01,West Bengal,Cooch Behar,2097,3132
2025-03-01,West Bengal,Dakshin Dinajpur,1775,2540
2025-03-01,West Bengal,Darjeeling,1632,3600
2025-03-01,West Bengal,Darjiling,39,183
2025-03-01,West Bengal,East Midnapore,780,1639
2025-03-01,West Bengal,Haora,498,2469
2025-03-01,West Bengal,Hooghly,7013,10405
2025-03-01,West Bengal,Howrah,4193,7513
2025-03-01,West Bengal,Jalpaiguri,3347,5581
2025-03-01,West Bengal,Jhargram,87,235
2025-03-01,West Bengal,Kalimpong,24,17
2025-03-01,West Bengal,Koch Bihar,217,814
2025-03-01,West Bengal,Kolkata,2706,7920
2025-03-01,West Bengal,Malda,3983,6256
2025-03-01,West Bengal,Maldah,312,969
2025-03-01,West Bengal,Murshidabad,8679,14109
2025-03-01,West Bengal,Nadia,5652,9904
2025-03-01,West Bengal,North 24 Parganas,9230,15858
2025-03-01,West Bengal,North Twenty Four Parganas,263,1206
2025-03-01,West Bengal,Paschim Bardhaman,346,929
2025-03-01,West Bengal,Paschim Medinipur,5732,7923
2025-03-01,West Bengal,Purba Bardhaman,473,998
2025-03-01,West Bengal,Purba Medinipur,6008,7608
2025-03-01,West Bengal,Purulia,54,121
2025-03-01,West Bengal,Puruliya,2885,5522
2025-03-01,West Bengal,South 24 Parganas,10279,14183
2025-03-01,West Bengal,South Dinajpur,58,140
2025-03-01,West Bengal,South Twenty Four Parganas,775,2622
2025-03-01,West Bengal,Uttar Dinajpur,3111,5665
2025-03-01,West Bengal,West Midnapore,410,1357
2025-04-01,Andaman & Nicobar Islands,Andamans,17,167
2025-04-01,Andaman and Nicobar Islands,Nicobar,151,117
2025-04-01,Andaman and Nicobar Islands,North And Middle Andaman,623,348
2025-04-01,Andaman and Nicobar Islands,South Andaman,839,482
2025-04-01,Andhra Pradesh,Adilabad,694,2822
2025-04-01,Andhra Pradesh,Alluri Sitharama Raju,877,1092
2025-04-01,Andhra Pradesh,Anakapalli,598,342
2025-04-01,Andhra Pradesh,Anantapur,5252,6078
2025-04-01,Andhra Pradesh,Ananthapur,15832,2062
2025-04-01,Andhra Pradesh,Ananthapuramu,21835,1945
2025-04-01,Andhra Pradesh,Annamayya,760,371
2025-04-01,Andhra Pradesh,Bapatla,220,165
2025-04-01,Andhra Pradesh,Chittoor,35284,10206
2025-04-01,Andhra Pradesh,Cuddapah,22219,5703
2025-04-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,321,247
2025-04-01,Andhra Pradesh,East Godavari,39510,11585
2025-04-01,Andhra Pradesh,Eluru,402,462
2025-04-01,Andhra Pradesh,Guntur,40190,11344
2025-04-01,Andhra Pradesh,Hyderabad,1935,8839
2025-04-01,Andhra Pradesh,Kakinada,710,613
2025-04-01,Andhra Pradesh,Karim Nagar,25,34
2025-04-01,Andhra Pradesh,Karimnagar,140,487
2025-04-01,Andhra Pradesh,Khammam,790,2151
2025-04-01,Andhra Pradesh,Krishna,29038,9999
2025-04-01,Andhra Pradesh,Kurnool,56618,11320
2025-04-01,Andhra Pradesh,Mahabub Nagar,35,86
2025-04-01,Andhra Pradesh,Mahbubnagar,189,664
2025-04-01,Andhra Pradesh,Medak,382,1320
2025-04-01,Andhra Pradesh,N. T. R,993,944
2025-04-01,Andhra Pradesh,Nalgonda,254,1018
2025-04-01,Andhra Pradesh,Nandyal,658,411
2025-04-01,Andhra Pradesh,Nellore,21231,6487
2025-04-01,Andhra Pradesh,Nizamabad,229,528
2025-04-01,Andhra Pradesh,Palnadu,606,398
2025-04-01,Andhra Pradesh,Parvathipuram Manyam,840,655
2025-04-01,Andhra Pradesh,Prakasam,28635,7906
2025-04-01,Andhra Pradesh,Rangareddi,1035,4115
2025-04-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,519,369
2025-04-01,Andhra Pradesh,Sri Sathya Sai,690,395
2025-04-01,Andhra Pradesh,Srikakulam,29521,7659
2025-04-01,Andhra Pradesh,Tirupati,560,571
2025-04-01,Andhra Pradesh,Visakhapatnam,44075,14418
2025-04-01,Andhra Pradesh,Vizianagaram,21930,6001
2025-04-01,Andhra Pradesh,Warangal,894,3169
2025-04-01,Andhra Pradesh,West Godavari,26832,9379
2025-04-01,Andhra Pradesh,Y. S. R,524,347
2025-04-01,Arunachal Pradesh,Anjaw,68,53
2025-04-01,Arunachal Pradesh,Changlang,490,258
2025-04-01,Arunachal Pradesh,Dibang Valley,11,11
2025-04-01,Arunachal Pradesh,East Kameng,333,168
2025-04-01,Arunachal Pradesh,East Siang,191,112
2025-04-01,Arunachal Pradesh,Kra Daadi,127,80
2025-04-01,Arunachal Pradesh,Kurung Kumey,107,467
2025-04-01,Arunachal Pradesh,Lohit,177,306
2025-04-01,Arunachal Pradesh,Longding,277,126
2025-04-01,Arunachal Pradesh,Lower Dibang Valley,111,67
2025-04-01,Arunachal Pradesh,Lower Subansiri,169,178
2025-04-01,Arunachal Pradesh,Namsai,327,351
2025-04-01,Arunachal Pradesh,Papum Pare,458,618
2025-04-01,Arunachal Pradesh,Shi-yomi,17,15
2025-04-01,Arunachal Pradesh,Siang,107,49
2025-04-01,Arunachal Pradesh,Tawang,153,118
2025-04-01,Arunachal Pradesh,Tirap,107,49
2025-04-01,Arunachal Pradesh,Upper Siang,112,67
2025-04-01,Arunachal Pradesh,Upper Subansiri,336,230
2025-04-01,Arunachal Pradesh,West Kameng,330,637
2025-04-01,Arunachal Pradesh,West Siang,250,157
2025-04-01,Assam,Baksa,2598,474
2025-04-01,Assam,Barpeta,9902,2067
2025-04-01,Assam,Biswanath,1463,323
2025-04-01,Assam,Bongaigaon,4512,1135
2025-04-01,Assam,Cachar,9483,2866
2025-04-01,Assam,Charaideo,385,166
2025-04-01,Assam,Chirang,2597,633
2025-04-01,Assam,Darrang,3709,1180
2025-04-01,Assam,Dhemaji,1532,642
2025-04-01,Assam,Dhubri,9246,1767
2025-04-01,Assam,Dibrugarh,2860,2275
2025-04-01,Assam,Goalpara,2740,746
2025-04-01,Assam,Golaghat,1210,763
2025-04-01,Assam,Hailakandi,1165,482
2025-04-01,Assam,Hojai,2871,1358
2025-04-01,Assam,Jorhat,1052,436
2025-04-01,Assam,Kamrup,8005,1226
2025-04-01,Assam,Kamrup Metro,2881,1492
2025-04-01,Assam,Karbi Anglong,2984,1071
2025-04-01,Assam,Karimganj,2550,934
2025-04-01,Assam,Kokrajhar,4750,1068
2025-04-01,Assam,Lakhimpur,3081,896
2025-04-01,Assam,Majuli,461,75
2025-04-01,Assam,Marigaon,4983,1237
2025-04-01,Assam,Nagaon,8183,5530
2025-04-01,Assam,Nalbari,1452,301
2025-04-01,Assam,North Cachar Hills,184,95
2025-04-01,Assam,Sibsagar,757,248
2025-04-01,Assam,Sonitpur,3255,1068
2025-04-01,Assam,South Salmara Mankachar,360,161
2025-04-01,Assam,Tinsukia,1387,723
2025-04-01,Assam,Udalguri,2535,738
2025-04-01,Assam,West Karbi Anglong,162,188
2025-04-01,Bihar,Araria,17275,12820
2025-04-01,Bihar,Arwal,2372,2688
2025-04-01,Bihar,Aurangabad,7654,6726
2025-04-01,Bihar,Banka,11199,7130
2025-04-01,Bihar,Begusarai,14813,11846
2025-04-01,Bihar,Bhagalpur,14317,10270
2025-04-01,Bihar,Bhojpur,6166,8088
2025-04-01,Bihar,Buxar,4215,4119
2025-04-01,Bihar,Darbhanga,18424,16329
2025-04-01,Bihar,East Champaran,18395,16092
2025-04-01,Bihar,Gaya,17648,14616
2025-04-01,Bihar,Gopalganj,8655,7342
2025-04-01,Bihar,Jamui,7373,4803
2025-04-01,Bihar,Jehanabad,2739,2931
2025-04-01,Bihar,Kaimur (Bhabua),5973,4993
2025-04-01,Bihar,Katihar,20160,16110
2025-04-01,Bihar,Khagaria,7712,6367
2025-04-01,Bihar,Kishanganj,9326,8916
2025-04-01,Bihar,Lakhisarai,4012,3848
2025-04-01,Bihar,Madhepura,11307,10247
2025-04-01,Bihar,Madhubani,21330,19418
2025-04-01,Bihar,Munger,3807,3746
2025-04-01,Bihar,Muzaffarpur,18807,16225
2025-04-01,Bihar,Nalanda,9408,9234
2025-04-01,Bihar,Nawada,6580,6134
2025-04-01,Bihar,Pashchim Champaran,11,30
2025-04-01,Bihar,Patna,17785,15295
2025-04-01,Bihar,Purnea,183,475
2025-04-01,Bihar,Purnia,19935,17607
2025-04-01,Bihar,Rohtas,8429,7584
2025-04-01,Bihar,Saharsa,8078,11399
2025-04-01,Bihar,Samastipur,21204,16623
2025-04-01,Bihar,Saran,9485,10504
2025-04-01,Bihar,Sheikhpura,2622,3054
2025-04-01,Bihar,Sheohar,2342,2979
2025-04-01,Bihar,Sitamarhi,14036,13191
2025-04-01,Bihar,Siwan,8163,8502
2025-04-01,Bihar,Supaul,9887,10713
2025-04-01,Bihar,Vaishali,14309,14410
2025-04-01,Bihar,West Champaran,13858,12321
2025-04-01,Chandigarh,Chandigarh,4587,3334
2025-04-01,Chhattisgarh,Balod,1467,5641
2025-04-01,Chhattisgarh,Baloda Bazar,2580,15415
2025-04-01,Chhattisgarh,Balrampur,1064,4519
2025-04-01,Chhattisgarh,Bastar,1359,7487
2025-04-01,Chhattisgarh,Bemetara,1392,7909
2025-04-01,Chhattisgarh,Bijapur,1550,1985
2025-04-01,Chhattisgarh,Bilaspur,3452,20010
2025-04-01,Chhattisgarh,Dakshin Bastar Dantewada,539,1337
2025-04-01,Chhattisgarh,Dantewada,188,600
2025-04-01,Chhattisgarh,Dhamtari,1473,9230
2025-04-01,Chhattisgarh,Durg,3606,15585
2025-04-01,Chhattisgarh,Gariyaband,749,5973
2025-04-01,Chhattisgarh,Gaurela-pendra-marwahi,51,423
2025-04-01,Chhattisgarh,Janjgir-champa,3329,20749
2025-04-01,Chhattisgarh,Jashpur,1311,6376
2025-04-01,Chhattisgarh,Kabeerdham,574,2285
2025-04-01,Chhattisgarh,Kanker,703,3447
2025-04-01,Chhattisgarh,Kawardha,895,5195
2025-04-01,Chhattisgarh,Kondagaon,541,3788
2025-04-01,Chhattisgarh,Korba,3449,9118
2025-04-01,Chhattisgarh,Koriya,1146,5315
2025-04-01,Chhattisgarh,Mahasamund,1532,12826
2025-04-01,Chhattisgarh,ManendragarhChirmiriBharatpur,15,118
2025-04-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,120,777
2025-04-01,Chhattisgarh,Mungeli,1460,7647
2025-04-01,Chhattisgarh,Narayanpur,638,2468
2025-04-01,Chhattisgarh,Raigarh,2771,13806
2025-04-01,Chhattisgarh,Raipur,3770,15413
2025-04-01,Chhattisgarh,Rajnandgaon,2465,13847
2025-04-01,Chhattisgarh,Sakti,67,528
2025-04-01,Chhattisgarh,Sukma,879,1508
2025-04-01,Chhattisgarh,Surajpur,1092,7311
2025-04-01,Chhattisgarh,Surguja,1534,8880
2025-04-01,Chhattisgarh,Uttar Bastar Kanker,262,2190
2025-04-01,Dadra and Nagar Haveli,Dadra and Nagar Haveli,1320,1962
2025-04-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,97,220
2025-04-01,Dadra and Nagar Haveli and Daman and Diu,Daman,50,62
